"","X","V3.1","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","solubility"
"90",90,0.11377245508982,0.0329341317365269,0.0359281437125748,0.0568862275449102,0.0119760479041916,0.0718562874251497,0.0449101796407186,0.0778443113772455,0.029940119760479,0.029940119760479,0.107784431137725,0.0688622754491018,0.0449101796407186,0.0419161676646707,0.0269461077844311,0.0389221556886228,0.0688622754491018,0.0119760479041916,0.0239520958083832,0.0598802395209581,0.09
"2505",2505,0.118081180811808,0.0738007380073801,0.018450184501845,0.033210332103321,0.022140221402214,0.022140221402214,0.0590405904059041,0.0996309963099631,0.033210332103321,0.022140221402214,0.14760147601476,0.018450184501845,0.014760147601476,0.040590405904059,0.0664206642066421,0.0627306273062731,0.0516605166051661,0.029520295202952,0.025830258302583,0.040590405904059,0.1
"1481",1481,0.141732283464567,0.0708661417322835,0.015748031496063,0.015748031496063,0,0.0393700787401575,0.015748031496063,0.078740157480315,0.0078740157480315,0.0708661417322835,0.149606299212598,0.031496062992126,0.031496062992126,0.0236220472440945,0.015748031496063,0.031496062992126,0.0866141732283465,0.0236220472440945,0.015748031496063,0.133858267716535,0.08
"626",626,0.0544959128065395,0.0381471389645777,0.0653950953678474,0.0653950953678474,0.00544959128065395,0.0735694822888283,0.0354223433242507,0.0626702997275204,0.0299727520435967,0.0762942779291553,0.0681198910081744,0.0953678474114441,0.0190735694822888,0.0572207084468665,0.0354223433242507,0.0299727520435967,0.0408719346049046,0.0108991825613079,0.0735694822888283,0.0626702997275204,0.06
"2590",2590,0.0915492957746479,0.0422535211267606,0.0211267605633803,0.00704225352112676,0.0140845070422535,0.0211267605633803,0.0140845070422535,0.0915492957746479,0.0140845070422535,0.028169014084507,0.183098591549296,0.028169014084507,0.0492957746478873,0.0492957746478873,0.0352112676056338,0.0915492957746479,0.0563380281690141,0.0563380281690141,0.0140845070422535,0.0915492957746479,0.05
"1753",1753,0.0888157894736842,0.0789473684210526,0.0263157894736842,0.0394736842105263,0.00986842105263158,0.0855263157894737,0.0263157894736842,0.0526315789473684,0.0131578947368421,0.0657894736842105,0.108552631578947,0.0460526315789474,0.0263157894736842,0.0328947368421053,0.0427631578947368,0.0986842105263158,0.0559210526315789,0.00328947368421053,0.0296052631578947,0.0690789473684211,0.08
"1725",1725,0.12396694214876,0.0516528925619835,0.0206611570247934,0.0537190082644628,0.012396694214876,0.0516528925619835,0.0681818181818182,0.0867768595041322,0.0247933884297521,0.0309917355371901,0.119834710743802,0.0289256198347107,0.0371900826446281,0.0206611570247934,0.0578512396694215,0.0557851239669422,0.0392561983471074,0.0247933884297521,0.0227272727272727,0.0681818181818182,0.1
"814",814,0.0818815331010453,0.0418118466898955,0.029616724738676,0.0522648083623693,0.0104529616724739,0.0505226480836237,0.0574912891986063,0.0853658536585366,0.0331010452961672,0.0505226480836237,0.0923344947735192,0.0400696864111498,0.0400696864111498,0.0209059233449477,0.0487804878048781,0.054006968641115,0.0592334494773519,0.0156794425087108,0.0331010452961672,0.102787456445993,0.03
"1800",1800,0.0864197530864197,0.0771604938271605,0.0308641975308642,0.058641975308642,0.00925925925925926,0.0925925925925926,0.0432098765432099,0.0709876543209877,0.0216049382716049,0.0555555555555556,0.104938271604938,0.037037037037037,0.0185185185185185,0.0246913580246914,0.0493827160493827,0.0617283950617284,0.0462962962962963,0.0185185185185185,0.0308641975308642,0.0617283950617284,0.05
"262",262,0.118181818181818,0.0863636363636364,0.0227272727272727,0.0636363636363636,0.00909090909090909,0.0681818181818182,0.05,0.0454545454545455,0.0318181818181818,0.0454545454545455,0.145454545454545,0.0318181818181818,0.0454545454545455,0.0227272727272727,0.0181818181818182,0.0545454545454545,0.0454545454545455,0.0181818181818182,0.0227272727272727,0.0545454545454545,0.07
"2036",2036,0.131410256410256,0.0480769230769231,0.0448717948717949,0.0480769230769231,0.0192307692307692,0.0512820512820513,0.0576923076923077,0.0737179487179487,0.0224358974358974,0.0544871794871795,0.0993589743589744,0.0480769230769231,0.0224358974358974,0.0128205128205128,0.0416666666666667,0.0544871794871795,0.032051282051282,0.00961538461538462,0.0384615384615385,0.0897435897435897,0.09
"1073",1073,0.13030303030303,0.0707070707070707,0.0545454545454545,0.0545454545454545,0.00404040404040404,0.0515151515151515,0.0777777777777778,0.0555555555555556,0.0212121212121212,0.0353535353535354,0.121212121212121,0.0303030303030303,0.0141414141414141,0.0212121212121212,0.0434343434343434,0.0535353535353535,0.0474747474747475,0.0242424242424242,0.0454545454545455,0.0434343434343434,0.04
"435",435,0.12590799031477,0.0411622276029056,0.0387409200968523,0.0484261501210654,0.00968523002421308,0.0532687651331719,0.0242130750605327,0.12590799031477,0.0242130750605327,0.0677966101694915,0.0702179176755448,0.0411622276029056,0.0338983050847458,0.0338983050847458,0.036319612590799,0.0774818401937046,0.0556900726392252,0.00484261501210654,0.0242130750605327,0.062953995157385,0.08
"1873",1873,0.1,0.059375,0.028125,0.0375,0.015625,0.078125,0.040625,0.090625,0.03125,0.059375,0.109375,0.046875,0.0375,0.028125,0.06875,0.034375,0.053125,0.00625,0.021875,0.053125,0.08
"1993",1993,0.0620253164556962,0.0493670886075949,0.0784810126582278,0.0772151898734177,0.00379746835443038,0.0329113924050633,0.0392405063291139,0.0658227848101266,0.0227848101265823,0.0556962025316456,0.069620253164557,0.0481012658227848,0.020253164556962,0.0354430379746835,0.0278481012658228,0.0936708860759494,0.0835443037974684,0.020253164556962,0.0607594936708861,0.0531645569620253,0.03
"943",943,0.104553119730185,0.0657672849915683,0.03035413153457,0.0421585160202361,0.00168634064080944,0.0489038785834739,0.0674536256323777,0.0674536256323777,0.015177065767285,0.0489038785834739,0.141652613827993,0.0118043844856661,0.0354131534569983,0.0320404721753794,0.0320404721753794,0.0691399662731872,0.0472175379426644,0.0101180438448567,0.03035413153457,0.0978077571669477,0.07
"1443",1443,0.106312292358804,0.0764119601328904,0.0398671096345515,0.053156146179402,0.0166112956810631,0.0564784053156146,0.0299003322259136,0.0730897009966777,0.026578073089701,0.079734219269103,0.112956810631229,0.0232558139534884,0.026578073089701,0.0199335548172757,0.0398671096345515,0.0664451827242525,0.0498338870431894,0.0232558139534884,0.0132890365448505,0.0664451827242525,0.05
"822",822,0.101694915254237,0.0750605326876513,0.036319612590799,0.0581113801452785,0.00484261501210654,0.0556900726392252,0.0484261501210654,0.0435835351089588,0.0169491525423729,0.0605326876513317,0.0920096852300242,0.0726392251815981,0.0338983050847458,0.0242130750605327,0.0532687651331719,0.0677966101694915,0.0556900726392252,0.0217917675544794,0.0217917675544794,0.0556900726392252,0.08
"2294",2294,0.0495867768595041,0.0743801652892562,0.0330578512396694,0.0413223140495868,0.00826446280991736,0.0330578512396694,0.0247933884297521,0.0991735537190083,0.00826446280991736,0.0909090909090909,0.132231404958678,0.0413223140495868,0.0247933884297521,0.0826446280991736,0.0495867768595041,0.00826446280991736,0.0413223140495868,0.0661157024793388,0.0330578512396694,0.0578512396694215,0.09
"1538",1538,0.091254752851711,0.0494296577946768,0.0228136882129278,0.0190114068441065,0,0.0342205323193916,0.0190114068441065,0.0874524714828897,0.0190114068441065,0.0950570342205323,0.171102661596958,0.0190114068441065,0.0228136882129278,0.0342205323193916,0.0456273764258555,0.0760456273764259,0.0418250950570342,0.0494296577946768,0.0190114068441065,0.0836501901140684,0.07
"806",806,0.0692771084337349,0.0692771084337349,0.0632530120481928,0.0632530120481928,0.0120481927710843,0.0542168674698795,0.0421686746987952,0.0572289156626506,0.0301204819277108,0.0903614457831325,0.105421686746988,0.036144578313253,0.0512048192771084,0.0240963855421687,0.0331325301204819,0.0632530120481928,0.0481927710843374,0,0.0391566265060241,0.0481927710843374,0.07
"475",475,0.0740740740740741,0.046639231824417,0.0713305898491084,0.0713305898491084,0.00137174211248285,0.0438957475994513,0.046639231824417,0.0823045267489712,0.00823045267489712,0.037037037037037,0.0685871056241427,0.0342935528120713,0.0260631001371742,0.0438957475994513,0.0384087791495199,0.0795610425240055,0.0919067215363512,0.0205761316872428,0.056241426611797,0.0576131687242798,0.01
"383",383,0.0888888888888889,0.0666666666666667,0.0380952380952381,0.0507936507936508,0.019047619047619,0.0698412698412698,0.0603174603174603,0.073015873015873,0.019047619047619,0.0571428571428571,0.107936507936508,0.0444444444444444,0.019047619047619,0.0158730158730159,0.0476190476190476,0.0412698412698413,0.0349206349206349,0.0253968253968254,0.0253968253968254,0.0952380952380952,0.1
"2758",2758,0.0725663716814159,0.0548672566371681,0.0530973451327434,0.0548672566371681,0.0106194690265487,0.0654867256637168,0.0566371681415929,0.0725663716814159,0.0106194690265487,0.0761061946902655,0.0920353982300885,0.0424778761061947,0.0300884955752212,0.0389380530973451,0.0513274336283186,0.0513274336283186,0.0513274336283186,0.0123893805309735,0.031858407079646,0.0707964601769911,0.09
"1587",1587,0.146919431279621,0.0805687203791469,0.014218009478673,0.0710900473933649,0,0.0473933649289099,0.0568720379146919,0.0710900473933649,0.023696682464455,0.0663507109004739,0.104265402843602,0.014218009478673,0.014218009478673,0.018957345971564,0.0521327014218009,0.037914691943128,0.042654028436019,0.014218009478673,0.033175355450237,0.0900473933649289,0.1
"884",884,0.12015503875969,0.0891472868217054,0.0232558139534884,0.0697674418604651,0.00387596899224806,0.0697674418604651,0.0503875968992248,0.0426356589147287,0.0426356589147287,0.0503875968992248,0.0968992248062016,0.0387596899224806,0.0387596899224806,0.0387596899224806,0.0348837209302326,0.0658914728682171,0.0426356589147287,0.0116279069767442,0.0116279069767442,0.0581395348837209,0.07
"168",168,0.131474103585657,0.0756972111553785,0.0199203187250996,0.051792828685259,0.00796812749003984,0.0398406374501992,0.0836653386454183,0.0557768924302789,0.0557768924302789,0.0318725099601594,0.127490039840637,0.0199203187250996,0.0199203187250996,0.0239043824701195,0.0557768924302789,0.0438247011952191,0.047808764940239,0.0278884462151394,0.0278884462151394,0.051792828685259,0.06
"3127",3127,0.123695976154993,0.0819672131147541,0.022354694485842,0.0506706408345753,0.0134128166915052,0.0536512667660209,0.0655737704918033,0.0670640834575261,0.029806259314456,0.0238450074515648,0.141579731743666,0.022354694485842,0.0163934426229508,0.0417287630402385,0.0551415797317437,0.0491803278688525,0.0551415797317437,0.0283159463487332,0.0134128166915052,0.0447093889716841,0.06
"770",770,0.0871021775544389,0.050251256281407,0.0586264656616415,0.0619765494137353,0.0201005025125628,0.0485762144053601,0.0435510887772194,0.085427135678392,0.0268006700167504,0.0686767169179229,0.0804020100502513,0.0368509212730318,0.0268006700167504,0.0351758793969849,0.0569514237855946,0.0452261306532663,0.0469011725293132,0.0268006700167504,0.0284757118927973,0.0653266331658292,0.09
"2980",2980,0.0737051792828685,0.049800796812749,0.0637450199203187,0.0358565737051793,0.0219123505976096,0.0537848605577689,0.0577689243027888,0.0776892430278884,0.0278884462151394,0.0597609561752988,0.101593625498008,0.049800796812749,0.0179282868525896,0.049800796812749,0.0577689243027888,0.049800796812749,0.049800796812749,0.0159362549800797,0.0199203187250996,0.0657370517928287,0.1
"339",339,0.0968586387434555,0.049738219895288,0.031413612565445,0.0602094240837696,0.0104712041884817,0.0759162303664921,0.0287958115183246,0.0916230366492147,0.0209424083769634,0.0759162303664921,0.0890052356020942,0.0549738219895288,0.0261780104712042,0.0445026178010471,0.0549738219895288,0.0340314136125654,0.031413612565445,0.0235602094240838,0.031413612565445,0.0680628272251309,0.04
"305",305,0.117977528089888,0.0674157303370786,0.0280898876404494,0.0449438202247191,0.0112359550561798,0.0533707865168539,0.0449438202247191,0.0926966292134832,0.0280898876404494,0.0589887640449438,0.098314606741573,0.0252808988764045,0.0337078651685393,0.0168539325842697,0.0449438202247191,0.0449438202247191,0.0617977528089888,0.0252808988764045,0.0252808988764045,0.0758426966292135,0.03
"973",973,0.092057761732852,0.0722021660649819,0.0397111913357401,0.0631768953068592,0.0108303249097473,0.0433212996389892,0.0613718411552347,0.0667870036101083,0.0252707581227437,0.0451263537906137,0.0938628158844765,0.036101083032491,0.0379061371841155,0.036101083032491,0.0649819494584837,0.0324909747292419,0.0451263537906137,0.0216606498194946,0.01985559566787,0.092057761732852,0.07
"2118",2118,0.0702179176755448,0.0532687651331719,0.076271186440678,0.0641646489104116,0.00484261501210654,0.0375302663438257,0.0581113801452785,0.0883777239709443,0.0145278450363196,0.0460048426150121,0.0677966101694915,0.0351089588377724,0.0169491525423729,0.0447941888619855,0.0314769975786925,0.0907990314769976,0.0544794188861985,0.0193704600484262,0.0581113801452785,0.0677966101694915,0.06
"386",386,0.110367892976589,0.0334448160535117,0.0267558528428094,0.0167224080267559,0.00668896321070234,0.0133779264214047,0.020066889632107,0.0903010033444816,0.0167224080267559,0.0735785953177258,0.17056856187291,0.0267558528428094,0.0468227424749164,0.0769230769230769,0.0367892976588629,0.0535117056856187,0.0468227424749164,0.020066889632107,0.0167224080267559,0.096989966555184,0.04
"1597",1597,0.0492424242424242,0.0492424242424242,0.0416666666666667,0.0795454545454545,0.0189393939393939,0.0492424242424242,0.0606060606060606,0.0681818181818182,0.0416666666666667,0.0606060606060606,0.106060606060606,0.0454545454545455,0.0265151515151515,0.0492424242424242,0.053030303030303,0.0378787878787879,0.053030303030303,0.0265151515151515,0.0340909090909091,0.0492424242424242,0.06
"2146",2146,0.0699658703071672,0.0733788395904437,0.0511945392491468,0.0494880546075085,0,0.0358361774744027,0.0563139931740614,0.052901023890785,0.0238907849829352,0.0597269624573379,0.122866894197952,0.0204778156996587,0.0255972696245734,0.0563139931740614,0.0409556313993174,0.0716723549488055,0.0699658703071672,0.0255972696245734,0.037542662116041,0.0563139931740614,0.02
"942",942,0.0983050847457627,0.0728813559322034,0.0288135593220339,0.0542372881355932,0.00508474576271186,0.0491525423728814,0.0576271186440678,0.0694915254237288,0.0271186440677966,0.0644067796610169,0.120338983050847,0.0169491525423729,0.0423728813559322,0.0338983050847458,0.0322033898305085,0.0576271186440678,0.0457627118644068,0.0186440677966102,0.0271186440677966,0.0779661016949153,0.09
"2713",2713,0.11400651465798,0.0651465798045603,0.0195439739413681,0.0586319218241042,0.0195439739413681,0.0488599348534202,0.0456026058631922,0.0749185667752443,0.0358306188925081,0.0358306188925081,0.110749185667752,0.0390879478827362,0.0228013029315961,0.0293159609120521,0.0358306188925081,0.0651465798045603,0.0618892508143322,0.0260586319218241,0.0130293159609121,0.0781758957654723,0.05
"1243",1243,0.061046511627907,0.0886627906976744,0.059593023255814,0.0654069767441861,0.00290697674418605,0.0654069767441861,0.0334302325581395,0.0377906976744186,0.0232558139534884,0.0770348837209302,0.114825581395349,0.0537790697674419,0.0218023255813953,0.0436046511627907,0.0406976744186047,0.0566860465116279,0.0290697674418605,0.00726744186046512,0.0508720930232558,0.0668604651162791,0.08
"1885",1885,0.0670289855072464,0.115942028985507,0.036231884057971,0.0543478260869565,0.00905797101449275,0.0706521739130435,0.0289855072463768,0.0615942028985507,0.0380434782608696,0.0543478260869565,0.132246376811594,0.0253623188405797,0.0289855072463768,0.0380434782608696,0.0452898550724638,0.0652173913043478,0.0344202898550725,0.0181159420289855,0.0181159420289855,0.0579710144927536,0.03
"756",756,0.11372064276885,0.0803461063040791,0.0259579728059332,0.0580964153275649,0.00865265760197775,0.0593325092707046,0.069221260815822,0.0642768850432633,0.0135970333745365,0.03831891223733,0.158220024721879,0.0296662546353523,0.0271940667490729,0.0111248454882571,0.0618046971569839,0.0543881334981459,0.03831891223733,0.0173053152039555,0.0135970333745365,0.0568603213844252,0.04
"2003",2003,0.104084321475626,0.0606060606060606,0.0461133069828722,0.0566534914361001,0.0184453227931489,0.0566534914361001,0.0434782608695652,0.0764163372859025,0.0263504611330698,0.0540184453227932,0.0843214756258235,0.0434782608695652,0.0355731225296443,0.0329380764163373,0.0487483530961792,0.0658761528326746,0.0461133069828722,0.0105401844532279,0.0289855072463768,0.0606060606060606,0.08
"599",599,0.138728323699422,0.0606936416184971,0.0549132947976879,0.0606936416184971,0.0115606936416185,0.0375722543352601,0.0433526011560694,0.0606936416184971,0.0289017341040462,0.0664739884393064,0.0895953757225433,0.0260115606936416,0.0433526011560694,0.0173410404624277,0.0375722543352601,0.0606936416184971,0.0520231213872832,0.00578034682080925,0.023121387283237,0.0809248554913295,0.1
"1611",1611,0.0872641509433962,0.0566037735849057,0.0436320754716981,0.0530660377358491,0.0117924528301887,0.0554245283018868,0.0566037735849057,0.089622641509434,0.0330188679245283,0.0542452830188679,0.0766509433962264,0.0424528301886792,0.0224056603773585,0.0389150943396226,0.0518867924528302,0.0518867924528302,0.0495283018867925,0.0235849056603774,0.0318396226415094,0.0695754716981132,0.09
"706",706,0.0581395348837209,0.116279069767442,0.0406976744186047,0.0813953488372093,0.00581395348837209,0.0755813953488372,0.0523255813953488,0.0174418604651163,0.0290697674418605,0.0523255813953488,0.104651162790698,0.0290697674418605,0.0174418604651163,0.0465116279069767,0.0290697674418605,0.0523255813953488,0.0755813953488372,0.0290697674418605,0.0232558139534884,0.063953488372093,0.06
"2482",2482,0.101580135440181,0.0744920993227991,0.0225733634311512,0.0519187358916479,0.0090293453724605,0.0632054176072235,0.0677200902934537,0.072234762979684,0.018058690744921,0.054176072234763,0.101580135440181,0.0293453724604966,0.018058690744921,0.0383747178329571,0.0519187358916479,0.0586907449209932,0.0496613995485327,0.0293453724604966,0.0270880361173815,0.0609480812641084,0.08
"2039",2039,0.0878661087866109,0.0815899581589958,0.0334728033472803,0.0690376569037657,0.00418410041841004,0.0606694560669456,0.0460251046025105,0.0669456066945607,0.0334728033472803,0.0230125523012552,0.121338912133891,0.0167364016736402,0.0313807531380753,0.0439330543933054,0.0418410041841004,0.0774058577405858,0.0543933054393305,0.0251046025104603,0.0355648535564854,0.0460251046025105,0.01
"2881",2881,0.0549738219895288,0.0340314136125654,0.0942408376963351,0.0445026178010471,0.00523560209424084,0.0287958115183246,0.0575916230366492,0.107329842931937,0.0183246073298429,0.0523560209424084,0.0706806282722513,0.031413612565445,0.0183246073298429,0.0366492146596859,0.0340314136125654,0.102094240837696,0.081151832460733,0.0130890052356021,0.0549738219895288,0.0602094240837696,0.03
"1754",1754,0.0977443609022556,0.0864661654135338,0.037593984962406,0.0413533834586466,0.0075187969924812,0.0451127819548872,0.0488721804511278,0.0488721804511278,0.0263157894736842,0.037593984962406,0.112781954887218,0.0300751879699248,0.0263157894736842,0.0413533834586466,0.0789473684210526,0.0601503759398496,0.037593984962406,0.0112781954887218,0.037593984962406,0.0864661654135338,0.1
"2496",2496,0.0920502092050209,0.0502092050209205,0.0376569037656904,0.0460251046025105,0.0376569037656904,0.0669456066945607,0.0292887029288703,0.0794979079497908,0.0125523012552301,0.0502092050209205,0.104602510460251,0.0669456066945607,0.0376569037656904,0.0292887029288703,0.0418410041841004,0.0669456066945607,0.0334728033472803,0.00418410041841004,0.0251046025104603,0.0878661087866109,0.1
"164",164,0.0817843866171004,0.0390334572490706,0.0669144981412639,0.0669144981412639,0,0.0594795539033457,0.0427509293680297,0.0836431226765799,0.0111524163568773,0.0408921933085502,0.0594795539033457,0.0650557620817844,0.0204460966542751,0.0594795539033457,0.0260223048327138,0.0762081784386617,0.0687732342007435,0.0241635687732342,0.0557620817843866,0.0520446096654275,0.09
"2467",2467,0.0930232558139535,0.0365448504983389,0.0365448504983389,0.0598006644518272,0.00996677740863787,0.0465116279069767,0.0365448504983389,0.0764119601328904,0.0166112956810631,0.0631229235880399,0.109634551495017,0.0465116279069767,0.0232558139534884,0.0332225913621262,0.0564784053156146,0.053156146179402,0.0697674418604651,0.00664451827242525,0.0398671096345515,0.0863787375415282,0.08
"2956",2956,0.0616113744075829,0.0900473933649289,0.023696682464455,0.0473933649289099,0.014218009478673,0.037914691943128,0.0663507109004739,0.0616113744075829,0.023696682464455,0.042654028436019,0.165876777251185,0.014218009478673,0.018957345971564,0.0473933649289099,0.0568720379146919,0.0473933649289099,0.0568720379146919,0.033175355450237,0.033175355450237,0.0568720379146919,0.08
"224",224,0.106164383561644,0.0650684931506849,0.0342465753424658,0.0479452054794521,0.023972602739726,0.0513698630136986,0.0445205479452055,0.0958904109589041,0.0205479452054795,0.0445205479452055,0.164383561643836,0.0205479452054795,0.0273972602739726,0.0273972602739726,0.0445205479452055,0.0479452054794521,0.0753424657534247,0.0136986301369863,0.0171232876712329,0.0273972602739726,0.06
